lat,lon,s5p_co,s5p_no2,s5p_o3,s5p_so2,modis_aod_047,viirs_ntl
-6.319648023780834,106.85011146959648,0.0350086130887338,0.00010149856844256694,0.1167647949319859,6.76448965090551e-05,395.6,28.3127844961066
-6.319648023780834,106.85909462243768,0.0350086130887338,0.00010149856844256694,0.1167647949319859,6.76448965090551e-05,403.0,30.643725633621216
-6.319648023780834,106.86807777527888,0.0348954409419574,0.00010482646524690448,0.1167608587770915,7.107699686944252e-05,403.4,29.87399041025262
-6.319648023780834,106.87706092812007,0.0350084326663871,0.00010558687000869904,0.1167635158395624,7.076329416457856e-05,391.6875,31.65134435381208
-6.319648023780834,106.88604408096128,0.035008936876794,0.00010412728004381117,0.1167535562795949,6.920025016222886e-05,396.0,34.952510888235906
-6.319648023780834,106.89502723380248,0.0350106864281681,0.00010056079707191007,0.1167585107473868,5.288801946002253e-05,396.8333333333333,29.596112285341537
-6.319648023780834,106.90401038664366,0.0350006730030054,0.000101177486275834,0.1167624974500783,6.853819476575532e-05,416.1666666666666,27.576020154086027
-6.319648023780834,106.91299353948486,0.0345676240682663,9.763476523827144e-05,0.1167638904102434,8.452124893679007e-05,411.0,21.66645622253418
-6.310664870939639,106.77824624686691,0.0349263931077268,9.812462121766224e-05,0.1167424173540531,4.067077613129542e-05,409.3333333333333,32.20402908325195
-6.310664870939639,106.78722939970812,0.0352506958537545,9.386888001026376e-05,0.1167562016174241,4.00080917341993e-05,402.25,31.168049696720008
-6.310664870939639,106.79621255254932,0.0350383674157429,9.672757287287808e-05,0.1167463559464512,5.457435889318251e-05,403.6,34.70884554313891
-6.310664870939639,106.80519570539052,0.0350142861194372,9.869837958825414e-05,0.1167669205051147,3.88958212851673e-05,404.75,33.60526518388228
-6.310664870939639,106.81417885823171,0.0348405345660539,9.67719366639103e-05,0.1167550431569209,5.160853655112928e-05,386.0,31.622253799438475
-6.310664870939639,106.82316201107292,0.0349153786311052,9.8607147530129e-05,0.1167678099988022,4.733144761966979e-05,395.5,23.43369209405148
-6.310664870939639,106.83214516391408,0.0349897012287055,0.00010145725517351557,0.1167710735371583,3.9294887996506114e-05,387.25,28.650858176381963
-6.310664870939639,106.84112831675527,0.0352920834263533,0.00010097236170123474,0.1167591024673437,3.9293017709498816e-05,386.75,33.89159633228614
-6.310664870939639,106.85011146959648,0.0350086130887338,0.00010149856844256694,0.1167647949319859,6.76448965090551e-05,400.0,29.583006117078995
-6.310664870939639,106.85909462243768,0.0350086130887338,0.00010149856844256694,0.1167647949319859,6.76448965090551e-05,403.5,34.57920045119066
-6.310664870939639,106.86807777527888,0.0348954409419574,0.00010482646524690448,0.1167608587770915,7.107699686944252e-05,395.5,34.851433817545576
-6.310664870939639,106.87706092812007,0.0350084326663871,0.00010558687000869904,0.1167635158395624,7.076329416457856e-05,401.5,37.44224289136055
-6.310664870939639,106.88604408096128,0.035008936876794,0.00010412728004381117,0.1167535562795949,6.920025016222886e-05,394.5,39.039373494810974
-6.310664870939639,106.89502723380248,0.0350106864281681,0.00010056079707191007,0.1167585107473868,5.288801946002253e-05,412.0,34.93372573852539
-6.310664870939639,106.90401038664366,0.0350006730030054,0.000101177486275834,0.1167624974500783,6.853819476575532e-05,420.0,29.842584759581325
-6.310664870939639,106.91299353948486,0.0345676240682663,9.763476523827144e-05,0.1167638904102434,8.452124893679007e-05,428.7142857142857,29.564127095540364
-6.301681718098443,106.77824624686691,0.0348180373288423,0.00010192407528525266,0.1167444776055223,3.847215964980133e-05,412.5,36.148254818386505
-6.301681718098443,106.78722939970812,0.0352825567691793,0.00010207718576982788,0.1167438999894737,6.762482644053833e-05,401.6666666666667,36.70766773739376
-6.301681718098443,106.79621255254932,0.0349632169713208,0.00010213749511296511,0.1168767202334843,3.848614966287039e-05,413.1666666666667,40.15554222307707
